,Unnamed: 0,Date,Star,Condition,Rating,adr,label
1184,1184,8/2/2003 2:23:40 AM,3 Stars,Rated  for Bipolar II disorder Report ,lamictal lexapro i have been taking lamictal for about 3 weeks now with lexapro at first i was very tired and my sex drive just crashed to nothing now i am adjusting and only when my dosage of lamictal is increased every week for 5 weeks will i suffer any sideeffects they usually go away after 4 days i also started with lexapro in the morning and lamictal at night and i seem to be doing much better the lexapro was making me very euphoric but the lamictal is now helping to level me out although i am only halfway to my eventual full dosage i am already feeling better depression mood swings and irritability are there but much more manageable i dont feel like doing nothing and i have been getting out of the house for the first time in years this is truly a wonderful treatment for someone with bipolar but you have to give it a chance i was getting impatient with the sideeffects but these boards helped me stick it out thanks to all who posted and let me know that it gets better with time i will keep this site updated,"depression, irritability, mood swings",1
1185,1185,8/1/2003 3:47:30 PM,0.5 Stars,Rated  for Social phobia (Social anxiety disorder) Report ,caused paxillike side effects in me exactly one week after i began taking this for depression and several anxiety disorders i found that i was experiencing side effects very similar to those i experienced from the ssri antidepressants paxil and luvoxeg lightheadedness a feeling of detachment this was very uncomfortable and so i discontinued the treatment immediately,"anxiety, depression, lightheadedness",1
1186,1186,7/29/2003 6:18:51 PM,4.5 Stars,Rated  for Bipolar II disorder Report ,so far working for me ive been taking lamictal for 3 and weeks for bipolar ii i started with 25 mg daily then 50 mg daily now im at 100 mg everyday no rash i really havent noticed any side effects at all i take it in combination with wellbutrin sr and trazodone it has helped with agitation anxiety mood swings and depression when nothing else worked really worth trying,"agitation, anxiety, depression, mood swings, rash",1
1187,1187,7/22/2003 4:22:32 PM,1.5 Stars,Rated  for Bipolar II disorder Report ,bad rash reaction i got a really bad rash on my inner thighs i would cry it bothered me so badly the only relief to it was shots or benadril 50mg every 6 hrs and that even stopped working so i put ice on it and that made it go away,rash,1
1188,1188,7/21/2003 4:01:35 AM,2.5 Stars,Rated  for Bipolar II disorder Report ,bad news oh my god the headaches were horrible my doctor said it wasnt caused by the lamictal but i couldnt handle them any more the next day after i quit the headaches stopped go figure,,0
1189,1189,7/18/2003 5:35:37 AM,4.5 Stars,Rated  for Depression Report ,lamictal hi my name is domenic and im from canada montreal i take lamictal 400 mg a day and wow it makes the good job for my depression i suffer from anxiety and severe depression so far i feel great and i dont have any side effects no hair loss no weight gain i dont feel sedated compared to other medications i tried almost all the antidepressants and none of them i found it worked when i started lamictal a couple of years beforewell not even in 3 weeks i was seeing already a big difference on my depresion i see life more clearly now and as we knowlamictal is not an antidepressant med but i find that really works for depresion for me and some cases of phobias toowhich it is not really mentioned for phobias but it really works for all these symptoms i have with lamictal theres more antidepressant effectcompared to other mood stabilisers tx domenic,"anxiety, depression",1
1190,1190,7/15/2003 5:19:05 AM,4 Stars,Rated  for Bipolar II disorder Report ,better than lithium for me ive been taking lamictal for about 15 years and its been pretty effective much more so than lithium,,0
1191,1191,7/2/2003 6:04:24 PM,0 Stars,Rated  for Bipolar II disorder Report ,lamicital horrible headachs and flu like symptoms sent me to the er my family physician told me to discontinue the med which the psychiatrist prescribed only on it about 10 days,,0
1192,1192,7/2/2003 10:27:37 AM,1 Stars,Rated  for Depression Report ,bad side effects used lamictal for several months i had very bad side effects it seemed to make my depression and anxiety worse and i also experienced vertigo also i started to get a rash on my face this is a no no with this medication discontinue use if a rash developes always check with your doctor,"anxiety, depression, rash, vertigo",1
1193,1193,7/1/2003 9:37:32 AM,5 Stars,Rated  for Bipolar I disorder Report ,a miracle for me tt after the more classic mood stabilizers li depakote tegretol or combinations this one worked not only for the manic phase but also for the depressed phase in contrast to the previous medications so why take three or four meds when only one works for the whole but you have to introduce it slowly to avoid side effects the first month i had dosedependent itchyskin but it blended away then ps sometimes during hospitalization and soon after i have to take it with aurorix andor seroquel the best combo for me,,0
1194,1194,7/1/2003 4:48:54 AM,4.5 Stars,Rated  for Bipolar I disorder Report ,bipolar success i have been on over 26 different combinations of drugs in the past 5 years that had massive side effects as well as noneffectiveness i convinced my doctor to try lamictal after carefully studying its effects on depression as opposed to only mania i cannot believe the effect it has had on me in combination of my zoloft which i have been on for over 10 years the only side effect i have had is a headache i feel like a cloud has lifted,"depression, headache, mania",1
1195,1195,6/30/2003 9:25:32 PM,4.5 Stars,Rated  for Epilepsy Report ,lamictal is definitely an improvement lamictal in terms of lack of side effects and ease of use was simply an amazing drug my particular condition has been resistant to just about every treatment so far lamictal was however the most effective of any drug yet and the side effects were simply nonexistent this may not be true for smaller younger or females but overall lamictal is certainly a step in the right direction from tegretol and depakote,,0
